Programming,Machine Learning,Data Analysis,Cybersecurity,Networking,UI/UX Design,Communication,Problem Solving,Career
5,4,2,4,4,4,9,6,Customer Service Executive
4,6,6,8,10,4,8,9,Helpdesk Engineer
6,2,9,4,6,4,8,9,Software tester
8,3,4,10,8,3,3,5,Cyber Security Specialist
9,2,3,3,7,5,6,7,Hardware Engineer
9,3,7,8,10,1,5,5,Networking Engineer
10,9,7,3,2,2,3,6,AI ML Specialist
8,5,5,5,7,1,5,6,Hardware Engineer
2,5,6,1,2,7,10,5,Technical Writer
4,5,4,5,3,3,9,8,Project Manager
5,5,4,8,7,4,6,9,Helpdesk Engineer
7,2,6,1,1,10,6,8,Graphics Designer
10,3,7,2,4,3,6,7,Database Administrator
7,6,5,8,7,3,3,9,Cyber Security Specialist
9,3,9,5,6,2,6,7,Software tester
6,5,8,1,3,3,10,5,Technical Writer
7,6,7,3,3,5,10,6,Project Manager
4,1,2,4,1,8,6,5,Graphics Designer
10,6,5,2,8,3,8,10,API Specialist
6,3,4,5,3,10,7,5,Graphics Designer
8,5,6,2,3,6,5,8,Software Developer
9,6,3,7,10,5,3,6,Application Support Engineer
6,4,8,5,6,4,8,7,Project Manager
4,2,5,5,5,4,10,6,Project Manager
5,0,6,4,1,6,9,4,Customer Service Executive
9,6,7,2,7,1,2,6,Database Administrator
6,2,5,6,9,3,7,9,Application Support Engineer
8,4,6,8,10,4,5,8,Networking Engineer
8,2,6,7,8,4,3,5,Networking Engineer
8,3,5,5,7,1,6,9,Application Support Engineer
9,6,7,3,3,4,3,10,Software Developer
3,3,4,1,3,3,9,5,Customer Service Executive
9,6,7,3,7,1,6,7,Database Administrator
10,8,6,5,5,4,7,9,AI ML Specialist
5,4,5,2,1,3,8,4,Technical Writer
8,5,6,9,10,4,6,8,Networking Engineer
10,5,6,4,5,6,3,10,Software Developer
5,3,4,2,4,10,9,8,Graphics Designer
4,5,4,1,4,10,7,5,Graphics Designer
3,2,3,1,1,9,10,6,Graphics Designer
9,6,3,10,8,3,6,9,Cyber Security Specialist
6,4,5,1,2,10,6,6,Graphics Designer
8,4,10,4,3,2,9,6,Business Analyst
8,4,6,3,8,3,4,7,Hardware Engineer
8,7,10,4,5,6,10,7,Business Analyst
9,2,6,4,7,4,4,6,Hardware Engineer
10,4,7,5,8,2,7,10,Software tester
3,1,5,1,5,3,10,8,Customer Service Executive
7,6,3,5,9,2,3,5,Application Support Engineer
10,9,9,3,5,3,3,8,AI ML Specialist
7,10,10,6,3,2,7,7,AI ML Specialist
6,4,3,5,1,7,10,7,Customer Service Executive
7,6,4,3,5,5,6,10,Software Developer
8,6,6,6,7,2,6,9,Application Support Engineer
10,1,4,4,9,5,3,9,Hardware Engineer
8,3,6,5,3,3,3,10,Software Developer
6,4,3,1,3,3,10,5,Customer Service Executive
4,5,6,4,1,6,10,6,Technical Writer
10,4,8,4,5,3,4,9,API Specialist
5,5,4,2,1,3,10,8,Technical Writer
8,4,7,10,10,5,7,7,Information Security Specialist
10,8,7,7,1,1,7,10,AI ML Specialist
7,5,3,3,1,10,8,7,Graphics Designer
10,3,3,5,7,5,3,5,Hardware Engineer
10,9,7,5,1,3,5,7,AI ML Specialist
9,10,6,4,3,4,6,10,AI ML Specialist
7,10,8,5,5,1,5,10,AI ML Specialist
10,3,4,3,3,2,7,9,Software Developer
8,6,8,5,5,2,6,10,API Specialist
4,4,7,5,2,5,8,5,Technical Writer
4,5,6,1,3,5,10,5,Technical Writer
7,4,7,2,4,5,4,8,Database Administrator
8,10,10,4,5,1,3,7,AI ML Specialist
6,5,4,5,6,2,7,9,Application Support Engineer
4,3,3,7,7,3,10,7,Helpdesk Engineer
8,5,6,7,10,5,3,8,Hardware Engineer
10,6,8,6,7,3,4,10,Software tester
8,5,6,9,10,3,6,6,Networking Engineer
7,7,6,2,6,2,5,7,API Specialist
6,1,5,3,9,3,4,5,Hardware Engineer
8,5,5,3,8,3,5,10,API Specialist
5,5,7,7,10,2,2,6,Networking Engineer
9,2,5,6,6,5,5,5,Application Support Engineer
5,6,7,6,4,3,8,7,Business Analyst
6,7,10,6,6,3,3,8,Database Administrator
10,7,7,2,4,3,2,6,Database Administrator
3,1,4,3,3,3,9,5,Technical Writer
4,5,3,9,7,1,7,7,Helpdesk Engineer
9,1,6,6,10,2,4,5,Hardware Engineer
6,3,7,2,3,2,3,5,Database Administrator
8,3,8,6,4,3,10,7,Project Manager
8,6,5,2,3,6,5,7,Software Developer
8,4,7,6,10,4,4,5,Networking Engineer
9,6,7,3,6,3,4,10,Software tester
7,4,4,3,10,5,5,6,Hardware Engineer
4,6,5,5,7,3,9,10,Project Manager
3,4,2,2,4,3,10,8,Customer Service Executive
8,5,6,8,9,4,4,9,Cyber Security Specialist
9,7,6,10,10,4,7,6,Information Security Specialist
5,5,4,4,8,1,4,7,Application Support Engineer
10,4,6,2,5,3,5,7,API Specialist
2,1,2,5,3,6,10,7,Customer Service Executive
8,6,6,10,10,4,6,5,Networking Engineer
8,2,7,9,7,3,8,5,Helpdesk Engineer
10,3,6,2,5,5,7,8,Software Developer
7,2,5,4,6,2,10,10,Project Manager
2,4,5,4,4,6,10,4,Technical Writer
9,4,10,2,7,2,4,7,Database Administrator
8,7,6,4,5,1,5,9,API Specialist
5,2,8,5,4,5,10,4,Technical Writer
5,4,5,10,7,5,6,7,Cyber Security Specialist
4,2,7,7,8,4,6,6,Helpdesk Engineer
6,3,6,3,1,3,9,6,Technical Writer
6,6,7,4,4,5,10,10,Project Manager
10,5,7,2,8,5,6,7,Software tester
6,5,7,8,7,3,3,10,Information Security Specialist
3,1,4,3,4,4,10,8,Technical Writer
8,2,4,6,7,5,10,9,Helpdesk Engineer
5,1,6,2,1,6,9,5,Customer Service Executive
8,2,6,7,9,4,4,6,Hardware Engineer
7,4,6,7,7,4,6,7,Hardware Engineer
10,10,10,5,1,3,4,10,AI ML Specialist
7,4,5,4,9,1,5,6,Application Support Engineer
9,6,6,6,10,1,3,7,Networking Engineer
4,3,4,6,10,5,7,5,Helpdesk Engineer
8,2,4,7,9,5,7,5,Helpdesk Engineer
10,1,6,6,8,2,2,9,Hardware Engineer
8,6,4,5,6,4,4,7,Application Support Engineer
7,4,9,3,4,5,5,7,Database Administrator
8,10,7,5,2,5,4,8,AI ML Specialist
6,4,10,4,4,4,7,10,Business Analyst
7,4,4,3,4,3,10,6,Project Manager
2,2,5,5,5,7,10,8,Customer Service Executive
4,1,4,4,2,7,10,5,Customer Service Executive
4,2,6,1,4,6,10,6,Technical Writer
7,3,5,9,9,2,8,7,Helpdesk Engineer
6,5,7,6,3,3,10,6,Business Analyst
6,4,9,4,4,4,5,10,Software tester
2,3,3,5,3,3,9,4,Customer Service Executive
9,3,6,3,7,1,8,9,Software tester
7,6,4,4,7,4,5,5,Application Support Engineer
3,5,4,3,3,5,10,4,Technical Writer
2,1,3,5,5,3,9,8,Customer Service Executive
5,4,5,4,1,7,10,4,Technical Writer
8,6,6,4,6,2,6,9,API Specialist
6,5,7,10,6,1,6,6,Cyber Security Specialist
6,2,3,1,5,10,9,5,Graphics Designer
5,3,4,6,9,1,6,7,Helpdesk Engineer
4,5,6,1,4,10,6,5,Graphics Designer
8,4,6,10,10,3,7,8,Information Security Specialist
8,6,10,6,8,1,8,10,Software tester
8,4,3,8,7,3,4,6,Cyber Security Specialist
9,7,7,5,7,3,5,7,API Specialist
4,4,5,4,5,10,8,5,Graphics Designer
5,6,7,8,9,2,7,9,Helpdesk Engineer
10,7,8,4,4,5,5,7,API Specialist
10,4,3,6,9,1,3,8,Hardware Engineer
8,5,7,4,6,2,6,10,Software Developer
5,3,6,3,1,4,10,8,Technical Writer
3,0,5,3,1,3,10,7,Customer Service Executive
9,5,4,7,9,5,4,6,Application Support Engineer
7,4,3,10,6,5,6,9,Cyber Security Specialist
10,8,4,5,6,1,8,8,API Specialist
8,7,4,2,5,4,7,10,Software Developer
5,3,5,2,5,3,9,6,Customer Service Executive
6,7,9,4,3,2,5,6,Database Administrator
10,7,7,2,7,4,5,10,API Specialist
10,8,9,6,3,4,7,9,AI ML Specialist
3,0,3,5,4,3,10,7,Customer Service Executive
9,10,7,5,1,4,4,7,AI ML Specialist
6,6,6,6,7,3,4,5,Application Support Engineer
5,1,4,5,2,4,8,4,Customer Service Executive
5,3,7,3,6,3,7,7,Business Analyst
4,5,2,5,4,9,10,4,Graphics Designer
9,4,5,5,6,1,4,6,Application Support Engineer
5,6,5,5,7,3,5,9,Application Support Engineer
5,4,6,10,8,5,3,5,Networking Engineer
9,4,8,4,6,6,7,7,Software Developer
5,3,8,3,3,2,8,7,Business Analyst
10,4,6,2,4,3,6,10,Software tester
7,4,9,3,7,2,7,8,Software tester
2,4,6,3,3,3,9,8,Customer Service Executive
5,5,3,5,10,5,6,8,Application Support Engineer
10,10,7,6,3,3,5,9,AI ML Specialist
4,2,5,1,4,4,9,7,Technical Writer
10,4,2,6,7,4,2,8,Hardware Engineer
10,2,5,5,9,4,5,9,Hardware Engineer
4,4,6,6,3,5,8,8,Project Manager
4,5,8,5,5,5,10,6,Technical Writer
6,5,5,3,5,10,6,4,Graphics Designer
6,5,7,3,4,7,10,7,Technical Writer
8,3,7,3,6,5,6,10,Software Developer
4,4,10,5,5,6,10,8,Business Analyst
5,4,6,8,10,4,5,7,Networking Engineer
8,8,9,5,4,5,7,10,AI ML Specialist
8,3,5,9,9,2,6,8,Networking Engineer
5,5,6,6,10,3,5,7,Networking Engineer
9,3,4,10,7,1,5,7,Cyber Security Specialist
5,3,5,5,3,3,9,4,Technical Writer
10,10,7,4,3,4,6,6,AI ML Specialist
10,4,7,5,5,4,5,10,API Specialist
8,3,6,1,4,2,7,10,Software Developer
10,5,2,3,9,2,4,6,Hardware Engineer
6,1,3,4,2,4,10,8,Customer Service Executive
10,4,8,5,7,2,8,10,API Specialist
6,4,8,5,2,3,10,4,Technical Writer
6,2,4,6,10,4,7,8,Application Support Engineer
7,9,9,3,1,1,6,9,AI ML Specialist
7,5,6,6,10,1,5,7,Networking Engineer
7,7,7,10,7,2,4,5,Cyber Security Specialist
6,1,5,2,4,3,10,5,Technical Writer
6,3,2,2,4,10,10,4,Graphics Designer
7,4,6,10,9,3,4,8,Cyber Security Specialist
7,10,10,7,3,1,5,10,AI ML Specialist
2,4,4,2,5,7,9,7,Customer Service Executive
6,4,5,8,7,1,6,10,Information Security Specialist
5,1,4,5,4,10,9,7,Graphics Designer
7,4,9,5,7,3,6,8,Database Administrator
7,4,6,10,7,1,5,7,Cyber Security Specialist
9,5,6,2,2,4,5,9,Software Developer
7,7,9,3,4,1,3,6,Database Administrator
8,1,2,6,10,5,2,6,Hardware Engineer
5,3,3,6,8,3,10,9,Helpdesk Engineer
4,5,5,1,3,5,10,7,Technical Writer
8,7,7,4,6,5,4,9,Software Developer
7,5,4,7,8,5,4,6,Application Support Engineer
5,1,6,3,4,7,9,4,Customer Service Executive
8,4,9,5,6,6,10,7,Business Analyst
4,4,7,8,10,4,10,9,Helpdesk Engineer
3,3,8,2,3,7,9,8,Technical Writer
7,5,6,9,7,2,6,8,Information Security Specialist
7,4,5,4,5,2,10,8,Project Manager
9,3,8,6,8,5,4,10,Software tester
6,5,7,4,5,3,10,7,Technical Writer
7,4,5,8,10,1,3,6,Cyber Security Specialist
4,5,6,2,3,10,7,4,Graphics Designer
6,4,5,1,4,10,8,6,Graphics Designer
5,4,7,2,3,4,8,5,Technical Writer
8,2,4,5,9,1,7,7,Application Support Engineer
6,2,3,5,2,10,7,4,Graphics Designer
7,3,2,1,1,10,6,4,Graphics Designer
6,3,3,4,1,10,10,5,Graphics Designer
9,6,6,10,10,4,3,7,Cyber Security Specialist
9,10,6,5,1,4,6,6,AI ML Specialist
6,3,6,6,8,4,8,10,Software tester
10,9,8,4,1,3,3,10,AI ML Specialist
8,4,5,8,10,2,4,6,Information Security Specialist
8,10,6,6,3,3,5,6,AI ML Specialist
6,2,7,5,7,2,7,9,Application Support Engineer
4,3,3,3,1,6,10,5,Customer Service Executive
9,5,3,8,7,5,7,6,Information Security Specialist
8,5,5,6,9,5,3,9,Application Support Engineer
5,5,7,4,4,5,10,7,Technical Writer
5,6,5,8,8,5,6,6,Networking Engineer
6,7,6,9,10,1,5,6,Information Security Specialist
10,4,10,3,7,4,5,10,Software tester
6,6,5,7,9,2,8,8,Helpdesk Engineer
8,5,4,6,6,6,9,9,Project Manager
5,6,3,7,8,2,6,9,Application Support Engineer
8,4,7,6,10,3,6,9,Networking Engineer
5,6,3,6,8,2,5,7,Application Support Engineer
8,5,7,4,2,4,8,10,Business Analyst
8,4,7,4,4,5,3,9,Software Developer
10,5,2,3,9,5,3,9,Hardware Engineer
5,5,5,2,3,3,10,7,Technical Writer
8,4,6,4,7,2,4,7,API Specialist
6,5,9,6,3,5,3,7,Database Administrator
8,7,7,2,2,6,4,10,Software Developer
6,6,3,8,8,1,5,7,Networking Engineer
8,5,5,5,3,6,10,10,Project Manager
5,7,4,10,9,3,3,5,Cyber Security Specialist
10,3,10,2,7,2,4,8,Software tester
3,5,5,5,2,10,9,5,Graphics Designer
10,8,5,5,7,3,8,8,API Specialist
8,2,6,4,6,1,5,6,Application Support Engineer
6,5,4,3,10,5,4,7,Hardware Engineer
6,6,4,6,7,3,9,10,Project Manager
6,4,6,2,3,3,9,7,Technical Writer
4,7,7,2,2,5,9,10,Business Analyst
6,5,2,4,2,9,7,5,Graphics Designer
8,3,4,8,10,4,6,9,Networking Engineer
10,5,4,2,7,2,5,8,API Specialist
6,7,3,10,10,2,3,10,Information Security Specialist
6,3,3,3,10,3,5,7,Hardware Engineer
4,3,5,8,7,2,10,5,Helpdesk Engineer
10,9,9,5,2,3,5,8,AI ML Specialist
3,1,6,1,5,5,10,8,Technical Writer
5,3,4,8,7,1,6,9,Application Support Engineer
8,8,7,7,4,3,5,6,AI ML Specialist
7,6,4,6,4,3,6,9,API Specialist
8,4,8,4,2,5,10,6,Business Analyst
5,2,4,1,3,6,10,5,Technical Writer
5,6,5,6,6,2,5,7,Application Support Engineer
7,4,4,2,7,6,10,6,Project Manager
5,4,6,2,3,6,8,7,Project Manager
7,2,10,4,6,4,5,7,Software tester
7,5,4,6,9,2,7,8,Application Support Engineer
5,2,3,9,10,4,5,6,Networking Engineer
6,0,4,2,3,5,9,6,Customer Service Executive
8,5,3,10,6,5,4,6,Cyber Security Specialist
9,8,6,3,3,3,6,9,AI ML Specialist
8,3,7,10,9,4,3,6,Information Security Specialist
10,6,6,2,5,1,8,7,API Specialist
10,7,6,5,5,4,5,10,Software Developer
6,2,4,2,3,6,10,6,Customer Service Executive
5,3,4,8,6,1,4,5,Cyber Security Specialist
9,6,6,8,6,2,4,8,Cyber Security Specialist
7,5,10,2,6,5,6,7,Software tester
7,7,6,9,8,4,4,7,Cyber Security Specialist
6,4,9,5,3,2,10,10,Business Analyst
2,1,5,4,3,6,10,8,Technical Writer
10,10,10,5,4,5,7,10,AI ML Specialist
6,4,5,6,8,3,4,9,Networking Engineer
10,3,8,2,5,1,5,6,Database Administrator
8,5,4,10,8,4,3,7,Cyber Security Specialist
9,5,4,9,8,2,5,7,Networking Engineer
7,5,7,2,7,3,7,10,Software tester
6,4,6,9,8,1,3,7,Cyber Security Specialist
5,2,5,4,8,4,5,6,Application Support Engineer
4,5,7,5,5,5,9,6,Technical Writer
7,6,8,4,5,3,8,9,Software tester
10,10,9,3,3,3,3,9,AI ML Specialist
4,2,5,3,7,3,10,10,Project Manager
6,3,2,5,2,10,9,8,Graphics Designer
9,4,9,5,5,5,4,7,Database Administrator
4,3,3,2,4,7,10,7,Customer Service Executive
5,1,3,3,2,9,6,7,Graphics Designer
10,10,8,4,4,5,5,8,AI ML Specialist
8,4,5,6,7,6,9,8,Project Manager
6,2,7,3,7,5,4,9,Software tester
7,6,3,10,10,2,4,9,Information Security Specialist
5,2,5,10,8,2,4,8,Networking Engineer
4,4,7,8,10,1,6,9,Helpdesk Engineer
7,6,3,10,9,1,4,8,Information Security Specialist
8,2,5,3,8,1,2,8,Hardware Engineer
10,4,3,7,10,3,5,6,Hardware Engineer
4,6,9,2,2,5,10,8,Business Analyst
8,4,10,5,4,4,5,6,Database Administrator
6,5,3,9,6,5,3,8,Cyber Security Specialist
4,3,6,2,7,2,8,6,Project Manager
5,3,6,8,7,4,7,9,Application Support Engineer
3,2,3,5,3,10,8,5,Graphics Designer
6,5,4,7,7,5,6,5,Helpdesk Engineer
7,4,4,3,4,10,7,5,Graphics Designer
7,6,10,3,3,4,10,9,Business Analyst
9,5,5,6,7,5,6,8,Hardware Engineer
5,5,6,4,5,10,9,7,Graphics Designer
5,7,9,2,6,4,8,10,Business Analyst
6,4,7,10,8,3,3,9,Networking Engineer
7,7,7,6,6,3,7,10,API Specialist
6,6,6,6,6,6,10,6,Project Manager
6,2,8,6,3,4,9,6,Project Manager
8,1,2,6,7,2,4,9,Hardware Engineer
8,4,10,3,4,5,9,8,Business Analyst
8,4,4,8,7,3,4,6,Application Support Engineer
6,6,6,3,8,5,4,8,Software tester
6,5,10,6,3,3,9,9,Business Analyst
7,4,8,3,6,4,10,8,Project Manager
5,3,6,7,10,1,3,5,Networking Engineer
6,2,4,8,10,1,5,8,Networking Engineer
8,3,6,5,7,4,2,5,Hardware Engineer
6,3,4,9,10,3,3,6,Cyber Security Specialist
7,3,8,2,3,2,4,10,Software Developer
6,5,10,2,5,3,3,5,Database Administrator
7,4,9,5,4,1,4,8,Software tester
6,5,8,4,4,1,6,8,Software tester
3,4,4,5,4,7,8,8,Technical Writer
8,4,4,4,6,6,9,6,Project Manager
6,2,9,2,4,5,8,10,Software tester
8,10,9,6,5,2,5,9,AI ML Specialist
4,3,5,5,3,10,9,6,Graphics Designer
8,5,10,6,6,4,6,9,Software tester
5,4,6,10,7,1,4,5,Cyber Security Specialist
10,5,5,7,7,5,4,8,Hardware Engineer
5,3,7,10,9,5,2,6,Networking Engineer
9,3,9,6,5,2,4,9,Database Administrator
7,3,6,8,10,2,3,9,Information Security Specialist
7,7,6,8,8,4,5,9,Cyber Security Specialist
6,2,5,8,10,2,4,6,Networking Engineer
8,2,3,4,10,2,3,8,Hardware Engineer
9,3,5,10,8,4,6,7,Information Security Specialist
5,7,10,4,6,4,10,7,Business Analyst
9,2,7,2,4,3,6,9,Software tester
8,4,5,8,10,1,6,6,Information Security Specialist
6,7,7,2,3,2,2,9,Database Administrator
8,5,6,5,10,2,2,6,Hardware Engineer
10,5,4,4,7,2,7,10,API Specialist
6,1,3,2,2,9,8,8,Graphics Designer
4,5,8,3,5,6,9,8,Business Analyst
10,4,8,2,4,3,4,10,API Specialist
6,6,7,5,4,1,7,10,Software tester
4,3,3,6,7,5,7,7,Helpdesk Engineer
6,2,7,9,10,2,3,7,Networking Engineer
6,5,6,5,5,6,9,8,Project Manager
7,6,4,5,3,4,3,10,Software Developer
6,3,4,10,10,3,4,8,Information Security Specialist
7,5,7,10,9,3,5,8,Information Security Specialist
8,6,6,5,6,2,8,9,Software tester
6,5,5,5,4,5,8,10,Project Manager
9,5,3,7,10,4,2,9,Hardware Engineer
10,3,5,3,5,6,7,10,Software Developer
6,7,3,10,8,5,5,8,Information Security Specialist
8,10,10,6,2,5,4,10,AI ML Specialist
9,3,3,4,7,2,5,9,Hardware Engineer
4,3,4,1,4,3,9,5,Technical Writer
6,5,7,9,10,5,5,6,Networking Engineer
9,5,5,10,8,5,6,9,Information Security Specialist
7,6,8,1,3,3,3,9,Software Developer
10,9,8,3,3,1,4,10,AI ML Specialist
7,7,8,5,6,4,10,10,Business Analyst
6,1,4,5,5,8,10,4,Graphics Designer
8,10,7,7,2,5,4,6,AI ML Specialist
4,6,3,9,7,2,6,8,Helpdesk Engineer
8,5,6,9,10,2,2,8,Networking Engineer
8,4,7,8,6,3,6,6,Application Support Engineer
10,7,4,3,8,5,8,7,API Specialist
8,1,6,7,8,5,3,7,Hardware Engineer
6,4,6,5,4,5,5,9,Software tester
8,5,5,4,6,2,6,7,Software Developer
5,4,5,8,10,1,4,8,Networking Engineer
9,10,9,7,1,5,4,7,AI ML Specialist
10,4,8,4,2,6,7,10,Software Developer
9,6,6,6,9,1,5,9,Networking Engineer
4,5,2,4,2,10,10,7,Graphics Designer
10,5,9,3,4,3,5,8,Database Administrator
5,3,4,4,4,2,10,9,Project Manager
8,7,8,5,2,4,4,10,Software Developer
4,3,3,1,5,4,10,7,Customer Service Executive
3,2,5,3,4,3,10,7,Technical Writer
10,10,9,7,3,1,7,8,AI ML Specialist
10,8,10,3,5,2,7,8,AI ML Specialist
10,7,6,4,2,4,3,8,Software Developer
10,10,10,6,1,1,5,6,AI ML Specialist
5,3,7,2,4,5,9,7,Business Analyst
10,7,4,2,5,4,8,10,API Specialist
10,9,9,6,3,1,6,6,AI ML Specialist
8,3,5,5,3,2,7,7,Software Developer
5,6,4,6,10,3,5,9,Networking Engineer
7,6,5,7,10,1,4,8,Networking Engineer
3,2,3,5,4,3,9,7,Customer Service Executive
7,4,9,4,8,1,7,8,Software tester
7,10,8,6,3,4,5,10,AI ML Specialist
7,4,3,5,8,1,7,6,Application Support Engineer
10,4,7,3,4,3,5,10,Software Developer
7,7,6,10,10,4,4,9,Information Security Specialist
3,0,2,1,4,6,8,4,Customer Service Executive
9,3,7,9,10,2,4,9,Cyber Security Specialist
9,2,6,10,10,2,2,6,Networking Engineer
9,2,7,7,7,2,6,6,Application Support Engineer
5,6,6,7,10,3,6,8,Networking Engineer
9,6,3,8,10,3,6,8,Information Security Specialist
5,6,6,6,10,2,6,5,Helpdesk Engineer
10,5,7,3,6,2,4,7,Software Developer
5,5,4,9,10,1,3,5,Cyber Security Specialist
3,0,4,2,1,3,8,6,Customer Service Executive
6,6,7,7,9,1,5,6,Application Support Engineer
5,3,4,6,9,4,6,7,Application Support Engineer
10,5,10,2,6,2,6,5,Database Administrator
8,5,9,3,7,1,3,8,Database Administrator
7,5,9,5,5,2,6,8,Software tester
4,4,3,6,10,5,8,5,Helpdesk Engineer
4,2,7,6,10,5,9,6,Helpdesk Engineer
6,7,8,4,3,4,3,8,Database Administrator
6,2,7,7,10,2,7,6,Helpdesk Engineer
8,3,10,3,5,5,5,5,Database Administrator
7,6,8,4,6,5,10,7,Business Analyst
7,2,5,4,5,8,7,7,Graphics Designer
9,2,4,5,8,1,6,9,Hardware Engineer
10,8,7,5,3,2,6,6,AI ML Specialist
7,5,4,8,7,3,4,7,Application Support Engineer
5,1,5,4,2,4,8,4,Technical Writer
5,5,5,3,4,4,10,6,Technical Writer
8,6,6,10,10,1,3,9,Cyber Security Specialist
3,3,5,3,5,10,6,4,Graphics Designer
10,10,9,6,1,3,4,10,AI ML Specialist
7,5,10,4,3,2,10,9,Business Analyst
6,2,2,2,4,10,8,4,Graphics Designer
7,8,10,7,4,1,6,7,AI ML Specialist
6,6,5,4,3,3,10,8,Project Manager
7,2,3,4,9,1,3,6,Hardware Engineer
8,4,6,10,8,4,3,6,Information Security Specialist
5,5,4,10,10,4,6,8,Information Security Specialist
8,6,5,10,7,4,6,9,Cyber Security Specialist
9,6,7,10,9,2,6,8,Cyber Security Specialist
4,7,7,6,4,3,10,8,Business Analyst
8,1,5,4,8,2,2,6,Hardware Engineer
6,2,3,5,10,2,10,5,Helpdesk Engineer
6,2,6,5,10,4,4,7,Application Support Engineer
6,4,6,4,3,5,10,10,Project Manager
6,2,6,4,7,4,3,9,Application Support Engineer
9,7,6,5,6,4,5,8,Software Developer
6,7,7,2,4,4,2,8,Database Administrator
7,3,3,9,6,3,4,6,Cyber Security Specialist
5,4,5,2,4,2,10,6,Project Manager
9,4,5,8,10,5,6,6,Networking Engineer
6,4,7,5,9,1,10,7,Helpdesk Engineer
7,3,6,3,3,10,7,5,Graphics Designer
8,6,8,3,8,4,4,10,Software tester
10,7,6,3,5,6,4,10,Software Developer
9,3,6,6,6,4,4,9,Software tester
8,5,6,4,9,2,5,8,Application Support Engineer
6,5,3,6,10,2,6,5,Application Support Engineer
10,7,6,2,5,2,7,7,Software Developer
8,3,3,5,7,3,5,8,Application Support Engineer
6,3,6,4,3,3,10,5,Customer Service Executive
10,3,7,3,7,5,7,10,Software tester
6,3,5,5,1,10,10,6,Graphics Designer
4,1,5,3,3,10,8,8,Graphics Designer
7,4,4,10,8,4,7,6,Information Security Specialist
5,1,3,5,5,8,7,8,Graphics Designer
3,2,5,3,4,4,9,4,Customer Service Executive
7,5,7,5,8,2,6,9,Software tester
4,4,7,9,7,5,8,6,Helpdesk Engineer
3,1,5,5,1,6,9,4,Customer Service Executive
5,2,5,7,10,4,9,6,Helpdesk Engineer
7,3,3,8,10,4,5,7,Networking Engineer
9,6,7,7,9,2,4,8,Networking Engineer
9,3,9,2,4,5,4,9,Software tester
9,2,3,7,6,2,6,9,Application Support Engineer
6,2,4,9,7,1,8,8,Helpdesk Engineer
10,8,5,6,8,1,4,10,API Specialist
8,10,8,7,5,1,3,7,AI ML Specialist
10,3,7,3,3,5,7,10,Software Developer
6,7,5,10,7,4,6,5,Cyber Security Specialist
9,7,5,8,6,1,2,5,Cyber Security Specialist
5,3,4,8,10,3,3,7,Cyber Security Specialist
4,4,6,3,5,10,6,6,Graphics Designer
6,4,3,8,10,2,5,8,Information Security Specialist
9,5,4,6,6,2,6,6,Application Support Engineer
8,4,9,6,8,2,8,7,Software tester
6,4,3,8,10,2,6,7,Networking Engineer
4,6,7,5,7,2,10,10,Project Manager
6,4,6,4,10,1,5,7,Hardware Engineer
8,3,7,5,7,2,6,6,Application Support Engineer
8,4,5,6,4,2,6,8,API Specialist
6,2,3,1,3,8,6,7,Graphics Designer
9,5,3,7,9,2,4,5,Networking Engineer
8,2,5,8,9,2,5,7,Application Support Engineer
9,3,3,10,7,5,6,8,Information Security Specialist
10,5,8,5,6,5,5,8,API Specialist
6,0,4,5,5,3,8,8,Customer Service Executive
5,3,6,3,7,2,10,7,Project Manager
7,9,8,3,1,3,7,10,AI ML Specialist
6,4,8,5,5,4,8,10,Business Analyst
2,1,4,5,5,3,9,4,Technical Writer
9,6,7,7,6,3,7,5,Application Support Engineer
10,5,6,1,2,3,4,10,Software Developer
9,7,3,10,10,5,6,6,Information Security Specialist
5,5,7,2,6,2,10,8,Business Analyst
5,6,6,2,6,3,8,9,Project Manager
9,6,5,5,10,1,6,6,Application Support Engineer
3,4,2,5,2,8,8,8,Graphics Designer
8,4,7,6,9,5,6,5,Networking Engineer
8,3,3,3,10,2,3,7,Hardware Engineer
6,6,6,9,6,4,4,5,Cyber Security Specialist
7,4,8,4,5,1,4,10,Software tester
8,6,6,7,7,1,4,6,Application Support Engineer
7,3,5,4,2,4,7,10,Software Developer
9,4,6,5,6,4,8,7,API Specialist
7,5,6,10,8,5,6,6,Information Security Specialist
8,2,6,6,4,5,5,9,Software tester
4,3,6,1,2,7,10,8,Technical Writer
4,1,5,3,3,5,10,7,Technical Writer
10,7,4,4,3,2,4,9,Software Developer
5,6,3,8,8,5,5,5,Application Support Engineer
6,3,6,8,10,3,6,9,Networking Engineer
8,6,6,3,7,1,4,10,API Specialist
7,7,5,10,9,3,6,5,Cyber Security Specialist
6,5,5,7,8,3,4,7,Hardware Engineer
5,4,4,10,9,3,6,5,Cyber Security Specialist
10,8,8,2,4,3,8,7,API Specialist
8,3,7,5,7,4,8,8,Helpdesk Engineer
7,4,3,10,9,1,4,6,Cyber Security Specialist
10,7,6,2,7,3,7,7,API Specialist
2,1,8,4,3,3,10,4,Technical Writer
8,4,8,5,4,3,4,6,Database Administrator
2,3,4,3,5,7,10,5,Customer Service Executive
7,3,6,6,7,1,5,7,Software tester
7,10,6,3,3,2,6,8,AI ML Specialist
10,10,7,7,1,3,7,10,AI ML Specialist
8,5,3,6,10,3,4,8,Networking Engineer
